player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
Jahlil McClain,3300,WR,FRES,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8301.png,1451110,44006788,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Jaylan Brown,3300,WR,UTEP,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/8350.png,1522984,44006791,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Tyler Brown,3300,WR,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1483736,44018370,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Lacota Dippre,3300,WR,UF,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/8114.png,1451248,44018373,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Riley Williams,3300,WR,MSST,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8205.png,1442258,44018376,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Micah Riley,3300,WR,TA&M,MOST @ TA&M,Night,https://dkn.gs/sports/images/cfb/teams/50/8251.png,1380650,44018379,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
JP Coulter,3300,WR,ULM,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8388.png,1588953,44018382,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Jeron Askren,3300,WR,MOST,MOST @ TA&M,Night,,1515974,44018385,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Mekhi Miller,3300,WR,MOST,MOST @ TA&M,Night,,1377736,44018388,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Darrick Bledsoe III,3300,WR,SHSU,SHSU @ TROY,Night,,1514888,44018391,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Arhmad Branch,3300,WR,USF,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9418.png,1454591,44018394,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Tank Hawkins,3300,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1506112,44024478,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Caleb Cunningham,3300,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1590813,44024481,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Micah Gilbert,3300,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512890,44024484,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jaceon Doss,3300,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1452053,44019450,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Brayden Loftin,3300,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1395169,44019453,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Devin Alves,3300,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1380568,44019456,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Micah Gilbert,3300,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512890,44025894,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Caleb Cunningham,3300,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1590813,44026008,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jaivon Solomon,3200,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1589759,43975281,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Johnathan Montague Jr.,3200,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1529175,43975284,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Mason Williams,3200,WR,OSU,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7874.png,1451402,43975287,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Andrew Rappleyea,3200,WR,PSU,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7880.png,1448366,43975290,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Leo Collins,3200,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1466065,43975293,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
CJ Nelson,3200,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1398647,43975296,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Jake Furtney,3200,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1522658,43975299,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
DeShawn Spencer,3200,WR,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1645892,43975302,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Koby Young,3200,WR,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1514691,43975305,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Sterling Berkhalter,3200,WR,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1327232,43975308,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Tyler Johnson,3200,WR,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1388714,43975311,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Blake Smith,3200,WR,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1214353,43975314,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
La'Keyleon Graves,3200,WR,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1647177,43975317,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jayden Savoury,3200,WR,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1598689,44006794,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Bryson Williams,3200,WR,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1598685,44006797,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Jacob Newell,3200,WR,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1400466,44006800,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Taniela Tupou,3200,WR,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1586390,44006803,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
JonAnthony Hall,3200,WR,STAN,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1591056,44006806,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Brock Lium,3200,WR,FRES,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8301.png,1452092,44006809,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Xavier Owens,3200,WR,FRES,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8301.png,1647087,44006812,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Royal Capell,3200,WR,UTEP,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/8350.png,1582932,44006815,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Tristan Smith,3200,WR,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1517075,44018397,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Jaime Ffrench,3200,WR,MICH,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/7841.png,1582496,44018400,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Adam Parks,3200,WR,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1458942,44018403,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Bailey Stockton,3200,WR,UF,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/8114.png,1460686,44018406,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Malachi Thomas,3200,WR,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1522642,44018409,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Ayden Williams,3200,WR,MSST,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8205.png,1451982,44018412,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Bryce Anderson,3200,WR,ULM,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8388.png,1585805,44018415,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Kyan Berry-Johnson,3200,WR,SHSU,SHSU @ TROY,Night,,1509223,44018418,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Noreel White,3200,WR,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1506344,44018421,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Brooks Johnson,3200,WR,FAU,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/9427.png,1392357,44018424,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Jacob Harris,3200,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1451608,44024487,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Shamar Rigby,3200,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1518228,44024490,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Bodpegn Miller,3200,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583926,44024493,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Branden Ganashamoorthy,3200,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1457205,44024496,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
James Flanigan,3200,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1591909,44024499,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Troy Stellato,3200,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1287635,44019459,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jaden Allen,3200,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1322269,44019462,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jordan King,3200,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1400849,44019465,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Josh Phifer,3200,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1453702,44019468,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Carson Brown,3200,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1390931,44019471,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jonathan Stafford Jr.,3200,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1652660,44019474,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jacob Harris,3200,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1451608,44025821,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Shamar Rigby,3200,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1518228,44025923,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
James Flanigan,3200,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1591909,44026020,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jordan Anderson,3200,WR,SJSU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7962.png,1506473,44009130,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Brennan Parachek,3200,WR,MSU,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1441838,44009702,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Landon Sides,3200,WR,ECU,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1452179,44020034,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Daniel Blood,3200,WR,WSU,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1460623,44027178,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Derrick McFall,3200,WR,SMU,SMU @ FSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8233.png,1508227,44027621,09/07/2026 07:30 PM,2026-09-04T16:50:49Z
Nate Kurisky,3100,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1389702,43975320,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jayden Moore,3100,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1508081,43975323,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Josh Sapp,3100,WR,WVU,C-C @ WVU,Night,https://dkn.gs/sports/images/cfb/teams/50/7749.png,1378294,43975326,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Quinn Clark,3100,WR,NEB,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/7805.png,1508721,43975329,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Brock Schott,3100,WR,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1583066,43975332,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Shazz Preston,3100,WR,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1398505,43975335,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Gabe Burkle,3100,WR,PSU,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7880.png,1390949,43975338,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Koby Howard,3100,WR,PSU,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7880.png,1583934,43975341,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Tate Hoover,3100,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1590866,43975344,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Jabari Smith Jr.,3100,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1448647,43975347,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
AJ Miller,3100,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1511728,43975350,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Riley Neer,3100,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1518941,43975353,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Andrew Olesh,3100,WR,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1584467,43975356,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cederian Morgan,3100,WR,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1645527,43975359,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Christian Neptune,3100,WR,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1598372,43975362,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brian Williams Jr.,3100,WR,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1645907,43975365,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Taz Williams Jr.,3100,WR,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1582731,43975368,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Luke McGary,3100,WR,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1449456,43975371,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Nick Townsend,3100,WR,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1597674,43975374,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Larenzo Fenner,3100,WR,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1460565,43975377,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jeremiah Melvin,3100,WR,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1508382,43975380,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Gabe Lovorn,3100,WR,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1588906,43975383,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Austin Terry,3100,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1379677,43975386,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Darren Morris,3100,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1404656,43975389,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Josiah Martin,3100,WR,UNT,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/9033.png,1507673,43975392,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Zechariah Sample,3100,WR,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1506549,43975395,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kylen Evans,3100,WR,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1512748,43975398,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Karmello English,3100,WR,C-C,C-C @ WVU,Night,,1461686,43975401,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Gavin Mueller,3100,WR,MIA,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1649257,44006818,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Jer'Michael Carter,3100,WR,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1462045,44006821,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Rodney Bullard Jr.,3100,WR,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1585775,44006824,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Jake Appleget,3100,WR,FRES,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8301.png,1379242,44006827,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Cash Cheeks,3100,WR,UTEP,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/8350.png,1468824,44006830,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Olsen Patt-Henry,3100,WR,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1441390,44018427,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Emazon Littlejohn,3100,WR,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1518222,44018430,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Demarcco Blanton,3100,WR,ULM,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8388.png,1587805,44018433,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Max Whisner,3100,WR,SHSU,SHSU @ TROY,Night,,1377739,44018436,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
James Resar,3100,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1514197,44018439,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jordan Dees,3100,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1517993,44024502,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Cameron Miller,3100,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1591583,44024505,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jackson Voth,3100,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1517142,44024508,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Matt Jeffery,3100,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521390,44024511,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
DJ Asiasi,3100,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1599362,44019477,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Amorion Walker,3100,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1378784,44019480,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Kendall Jones,3100,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1591579,44019483,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Mark Hamper,3100,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1452658,44019486,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Mikey Matthews,3100,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1442977,44019489,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Devon Tauaefa,3100,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1400527,44019492,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Titan Lacaden,3100,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1596199,44019495,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Massiah Mingo,3100,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1652277,44019498,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Quincy Burroughs,3100,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1394762,44019501,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jackson Voth,3100,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1517142,44025917,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Matt Jeffery,3100,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521390,44025937,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Cameron Miller,3100,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1591583,44026014,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jake Taylor,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1392650,43975404,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brett Elliott,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1511466,43975407,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Benjamin Moseley,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1648330,43975410,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Tony Boggs,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1441440,43975413,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jack Gaskins,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1653463,43975416,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jonah Burton,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1325473,43975419,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kavon Simmons,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1589760,43975422,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Qeanu Johnson,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1589761,43975425,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Paxon Kettering,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1518233,43975428,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jamien Little,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1583013,43975431,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kavon Conciauro,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1648316,43975434,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brody Keefe,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1648318,43975437,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Paul Holyfield Jr.,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1391103,43975440,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Blake Rohrer,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1655526,43975443,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jackson Maggiore,3000,WR,DUKE,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/7621.png,1653464,43975446,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Zeke Moore,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1448640,43975449,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Danny Edgehille,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1529173,43975452,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cameron Kossmann,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1581930,43975455,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dominic DeSarno,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1598287,43975458,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kaelan Chudzinski,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1583420,43975461,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
DJ Johnson,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1598291,43975464,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Bryce Lewis,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1598290,43975467,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Javarius Green,3000,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1508198,43975470,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
