Player Name - Slate Type,Contest IDs,Player ID,Draftable ID,Player Name,First Name,Last Name,Salary,Position,Team,Game,Game Start Time,Player Image,Tournament,Slate Type,Game Type,Date,Role,Contest Names,Contest IDs (Full),Slate Header
Titus Bautista - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1532827,43997690,Titus Bautista,Titus,Bautista,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
J.P. Powell - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1583069,43997704,J.P. Powell,J.P.,Powell,4000,RB,GT,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7633.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Jayden Barr - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1583083,43997707,Jayden Barr,Jayden,Barr,4000,RB,GT,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7633.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
John Forster - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1583395,43997724,John Forster,John,Forster,4000,RB,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Cedric Wyche II - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1583402,43997730,Cedric Wyche II,Cedric,Wyche II,4000,RB,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Drew Patterson - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1588931,43997748,Drew Patterson,Drew,Patterson,4000,RB,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Shane Marshall - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1590035,43997759,Shane Marshall,Shane,Marshall,4000,RB,GT,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7633.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
JaQuail Smith - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1595788,43997774,JaQuail Smith,JaQuail,Smith,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Leonardo Valle - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1617630,43997780,Leonardo Valle,Leonardo,Valle,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Javari Barnett - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1647653,43997805,Javari Barnett,Javari,Barnett,4000,RB,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Nelsyn Wheeler - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1647654,43997808,Nelsyn Wheeler,Nelsyn,Wheeler,4000,RB,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Hudson Higgins - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1651843,43997840,Hudson Higgins,Hudson,Higgins,4000,RB,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
JR Mosley - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1651847,43997843,JR Mosley,JR,Mosley,4000,RB,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Rashad Robinson - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1657085,43997875,Rashad Robinson,Rashad,Robinson,4000,RB,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Jayson Moll - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1657086,43997878,Jayson Moll,Jayson,Moll,4000,RB,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Cam Newton - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1665445,43997881,Cam Newton,Cam,Newton,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Cody Jordan - Night,194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,1665527,43997887,Cody Jordan,Cody,Jordan,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Night,CFB,9/3,Standard,"CFB $10K Run-Pass Option [$2K to 1st] (Night);CFB $3K Red Zone [2 Entry Max] (Night);CFB $1.5K First Down (Night);CFB $510 Tailgate [Single Entry] (Night);CFB $1K Daily Dollar [Single Entry]  (Night);CFB $540 Kick Return [Single Entry, Top 2 Win] (Night);CFB $400 Pick Six [Single Entry] (Night);CFB $250 Fourth Down Conversion (Night);CFB $355 Blitz [Single Entry] (Night);CFB $300 Quarter Jukebox [Just $0.25!]  (Night)",194851614;194851612;194851616;194851613;194851620;194851610;194851619;194851615;194851611;194851617;194851618,"9/3 8:00PM, 2 Games"
Micah Welch - Showdown Captain Mode (Flex),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1507014,43999312,Micah Welch,Micah,Welch,4000,RB,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
AJ Johnson - Showdown Captain Mode (Flex),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1411147,43999011,AJ Johnson,AJ,Johnson,4000,WR,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Jordan Westrich - Showdown Captain Mode (Flex),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1516316,43999168,Jordan Westrich,Jordan,Westrich,4000,K,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Aidan Stire - Showdown Captain Mode (Flex),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1592735,43999171,Aidan Stire,Aidan,Stire,4000,K,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Matthew Schramm - Showdown Captain Mode (Flex),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1518337,43999172,Matthew Schramm,Matthew,Schramm,4000,K,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Jack Foley - Thursday,194610691;194610532;194610591;194610536;194610531;194610523;194610533;194610521;194610530;194610535;194610524;194610526;194610518;194610529;194610527;194620622;194620592;194610519;194610516;194610520,1583327,43973717,Jack Foley,Jack,Foley,3900,WR,WAKE,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7686.png,AKR @ WAKE,Thursday,CFB,9/3,Standard,"CFB $120K Thursday Kickoff [$30K to 1st];CFB $81K Flea Flicker [$20K to 1st];CFB $25K End Around [$5K to 1st];CFB $19.9K Barn Burner [2 Entry Max];CFB $15.1K Marching Band [$3K to 1st];CFB $10K Fourth Down Conversion [20 Entry Max];CFB $8K Coffin Corner [Single Entry, $2K to 1st];CFB $10K First Down;CFB $7.5K Red Zone [3 Entry Max];CFB $7.5K mini-MAX [150 Entry Max]",194610691;194610532;194610591;194610536;194610531;194610523;194610533;194610521;194610530;194610535;194610524;194610526;194610518;194610529;194610527;194620622;194620592;194610519;194610516;194610520,"9/3 6:00PM (Thu-Thu), 4 Games"
T.Y. Harding - Thursday,194610691;194610532;194610591;194610536;194610531;194610523;194610533;194610521;194610530;194610535;194610524;194610526;194610518;194610529;194610527;194620622;194620592;194610519;194610516;194610520,1383387,43973720,T.Y. Harding,T.Y.,Harding,3900,WR,UMASS,UMASS @ RU,09/03/2026 06:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9202.png,UMASS @ RU,Thursday,CFB,9/3,Standard,"CFB $120K Thursday Kickoff [$30K to 1st];CFB $81K Flea Flicker [$20K to 1st];CFB $25K End Around [$5K to 1st];CFB $19.9K Barn Burner [2 Entry Max];CFB $15.1K Marching Band [$3K to 1st];CFB $10K Fourth Down Conversion [20 Entry Max];CFB $8K Coffin Corner [Single Entry, $2K to 1st];CFB $10K First Down;CFB $7.5K Red Zone [3 Entry Max];CFB $7.5K mini-MAX [150 Entry Max]",194610691;194610532;194610591;194610536;194610531;194610523;194610533;194610521;194610530;194610535;194610524;194610526;194610518;194610529;194610527;194620622;194620592;194610519;194610516;194610520,"9/3 6:00PM (Thu-Thu), 4 Games"
Brock Spalding - Night,194684371;194684381;194684379;194684385;194684378;194684354;194684362;194684382;194684376;194684373;194684363;194684369;194684356;194684355;194684368;194685000;194684993;194685001;194684374;194684366,1379317,43975158,Brock Spalding,Brock,Spalding,3900,WR,ECU,ECU @ BAMA,09/05/2026 12:00 PM,https://dkn.gs/sports/images/cfb/teams/50/8368.png,ECU @ BAMA,Night,CFB,9/5,Standard,"CFB $300K Saturday Kickoff [$100K to 1st];CFB $200K Flea Flicker [$50K to 1st];CFB $60K Game Changer [2 Entry Max, $20K to 1st];CFB $30K End Around [$5K to 1st];CFB $25K Goal Line [Single Entry];CFB $5K Goal Line [Single Entry];CFB $25K Fourth Down Conversion [20 Entry Max];CFB $30K Hard Count [3 Entry Max];CFB $25.2K Marching Band [$5K to 1st];CFB $20K Playmaker [Single Entry]",194684371;194684381;194684379;194684385;194684378;194684354;194684362;194684382;194684376;194684373;194684363;194684369;194684356;194684355;194684368;194685000;194684993;194685001;194684374;194684366,"9/5 12:00PM, 12 Games"
Cam Bates - Night,194684371;194684381;194684379;194684385;194684378;194684354;194684362;194684382;194684376;194684373;194684363;194684369;194684356;194684355;194684368;194685000;194684993;194685001;194684374;194684366,1509612,43975161,Cam Bates,Cam,Bates,3900,WR,BSU,BSU @ ORE,09/05/2026 03:30 PM,https://dkn.gs/sports/images/cfb/teams/50/8468.png,BSU @ ORE,Night,CFB,9/5,Standard,"CFB $300K Saturday Kickoff [$100K to 1st];CFB $200K Flea Flicker [$50K to 1st];CFB $60K Game Changer [2 Entry Max, $20K to 1st];CFB $30K End Around [$5K to 1st];CFB $25K Goal Line [Single Entry];CFB $5K Goal Line [Single Entry];CFB $25K Fourth Down Conversion [20 Entry Max];CFB $30K Hard Count [3 Entry Max];CFB $25.2K Marching Band [$5K to 1st];CFB $20K Playmaker [Single Entry]",194684371;194684381;194684379;194684385;194684378;194684354;194684362;194684382;194684376;194684373;194684363;194684369;194684356;194684355;194684368;194685000;194684993;194685001;194684374;194684366,"9/5 12:00PM, 12 Games"
Kayden Dixon-Wyatt - Classic,194855620;194855617;194855618;194855623;194855609;194855616;194855619;194855605;194855615;194855603;194855607;194855608;194855602;194855613;194855606;194855614;194855622;194855604;194855612;194855601,1651200,44006734,Kayden Dixon-Wyatt,Kayden,Dixon-Wyatt,3900,WR,USC,FRES @ USC,09/04/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/8080.png,FRES @ USC,Classic,CFB,9/4,Standard,"CFB $150K Friday Kickoff [$50K to 1st];CFB $81K Flea Flicker [$20K to 1st];CFB $30K Redshirt [$5K to 1st];CFB $22.7K Barn Burner [$10K to 1st];CFB $15K Fourth Down Conversion [20 Entry Max];CFB $15.1K Marching Band [$3K to 1st];CFB $8K Coffin Corner [Single Entry, $2K to 1st];CFB $10K First Down;CFB $7.5K Goal Line [Single Entry];CFB $6K White-Out [Single Entry]",194855620;194855617;194855618;194855623;194855609;194855616;194855619;194855605;194855615;194855603;194855607;194855608;194855602;194855613;194855606;194855614;194855622;194855604;194855612;194855601,"9/4 8:00PM, 4 Games"
Benji Blackburn - Classic,194855620;194855617;194855618;194855623;194855609;194855616;194855619;194855605;194855615;194855603;194855607;194855608;194855602;194855613;194855606;194855614;194855622;194855604;194855612;194855601,1518070,44006737,Benji Blackburn,Benji,Blackburn,3900,WR,STAN,MIA @ STAN,09/04/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/8084.png,MIA @ STAN,Classic,CFB,9/4,Standard,"CFB $150K Friday Kickoff [$50K to 1st];CFB $81K Flea Flicker [$20K to 1st];CFB $30K Redshirt [$5K to 1st];CFB $22.7K Barn Burner [$10K to 1st];CFB $15K Fourth Down Conversion [20 Entry Max];CFB $15.1K Marching Band [$3K to 1st];CFB $8K Coffin Corner [Single Entry, $2K to 1st];CFB $10K First Down;CFB $7.5K Goal Line [Single Entry];CFB $6K White-Out [Single Entry]",194855620;194855617;194855618;194855623;194855609;194855616;194855619;194855605;194855615;194855603;194855607;194855608;194855602;194855613;194855606;194855614;194855622;194855604;194855612;194855601,"9/4 8:00PM, 4 Games"
